cod_ibge,ente,capital,regiao,uf,esfera,exercicio,populacao,cnpj
4311627,Lindolfo Collor,0  ,SU,RS,M,2025,6156,94707486000146
4311643,Linha Nova,0  ,SU,RS,M,2025,1763,92123900000144
4311700,Machadinho,0  ,SU,RS,M,2025,5729,87613576000102
4311718,Maçambará,0  ,SU,RS,M,2025,4427,01610568000197
4311734,Mampituba,0  ,SU,RS,M,2025,2954,01613501000106
4311759,Manoel Viana,0  ,SU,RS,M,2025,6732,91551762000131
4311775,Maquiné,0  ,SU,RS,M,2025,8222,94436342000100
4311791,Maratá,0  ,SU,RS,M,2025,2515,93235943000184
4311809,Marau,0  ,SU,RS,M,2025,46643,87599122000124
4311908,Marcelino Ramos,0  ,SU,RS,M,2025,4314,87613287000103
4311981,Mariana Pimentel,0  ,SU,RS,M,2025,3889,94068418000184
4312005,Mariano Moro,0  ,SU,RS,M,2025,1856,87613386000195
4312054,Marques de Souza,0  ,SU,RS,M,2025,3928,01607619000121
4312104,Mata,0  ,SU,RS,M,2025,4697,88485412000100
4312138,Mato Castelhano,0  ,SU,RS,M,2025,2552,92412808000102
4312153,Mato Leitão,0  ,SU,RS,M,2025,4848,94577590000163
4312179,Mato Queimado,0  ,SU,RS,M,2025,1793,04204318000145
4312203,Maximiliano de Almeida,0  ,SU,RS,M,2025,4763,87613279000167
4312252,Minas do Leão,0  ,SU,RS,M,2025,7470,91900381000110
4312302,Miraguaí,0  ,SU,RS,M,2025,4388,87613121000197
4312351,Montauri,0  ,SU,RS,M,2025,1495,90221565000191
4312377,Monte Alegre dos Campos,0  ,SU,RS,M,2025,3610,01615314000161
4312385,Monte Belo do Sul,0  ,SU,RS,M,2025,2584,91987669000174
4312401,Montenegro,0  ,SU,RS,M,2025,66878,90895905000160
4312427,Mormaço,0  ,SU,RS,M,2025,2748,92451038000107
4312443,Morrinhos do Sul,0  ,SU,RS,M,2025,3091,93317980000131
4312450,Morro Redondo,0  ,SU,RS,M,2025,5568,91558650000102
4312476,Morro Reuter,0  ,SU,RS,M,2025,6124,94707627000120
4312500,Mostardas,0  ,SU,RS,M,2025,13035,88000922000140
4312609,Muçum,0  ,SU,RS,M,2025,4492,88224712000135
4312617,Muitos Capões,0  ,SU,RS,M,2025,2811,01621714000180
4312625,Muliterno,0  ,SU,RS,M,2025,1718,92450998000144
4312658,Não-Me-Toque,0  ,SU,RS,M,2025,17821,87613519000123
4312674,Nicolau Vergueiro,0  ,SU,RS,M,2025,1935,92411974000186
4312708,Nonoai,0  ,SU,RS,M,2025,13466,91567974000107
4312757,Nova Alvorada,0  ,SU,RS,M,2025,3169,92402502000167
4312807,Nova Araçá,0  ,SU,RS,M,2025,4968,87502902000104
4312906,Nova Bassano,0  ,SU,RS,M,2025,9582,87502894000104
4312955,Nova Boa Vista,0  ,SU,RS,M,2025,2040,94704061000183
4313003,Nova Bréscia,0  ,SU,RS,M,2025,3037,88600655000141
4313011,Nova Candelária,0  ,SU,RS,M,2025,3056,01602258000120
4313037,Nova Esperança do Sul,0  ,SU,RS,M,2025,4858,92455393000146
4313060,Nova Hartz,0  ,SU,RS,M,2025,19799,91995365000159
4313086,Nova Pádua,0  ,SU,RS,M,2025,2334,92871532000112
4313102,Nova Palma,0  ,SU,RS,M,2025,5328,88488358000156
4313201,Nova Petrópolis,0  ,SU,RS,M,2025,28579,88572748000100
4313300,Nova Prata,0  ,SU,RS,M,2025,25656,91618439000138
4313334,Nova Ramada,0  ,SU,RS,M,2025,2157,01611828000149
4313359,Nova Roma do Sul,0  ,SU,RS,M,2025,3468,91110296000159
4313375,Nova Santa Rita,0  ,SU,RS,M,2025,28290,94309291000148
3549409,São Joaquim da Barra,0  ,SE,SP,M,2025,48058,59851543000165
3549508,São José da Bela Vista,0  ,SE,SP,M,2025,7642,59851600000106
3549607,São José do Barreiro,0  ,SE,SP,M,2025,4313,45200623000146
3549706,São José do Rio Pardo,0  ,SE,SP,M,2025,51668,45741659000137
3549805,São José do Rio Preto,0  ,SE,SP,M,2025,475643,46588950000180
3549904,São José dos Campos,0  ,SE,SP,M,2025,725419,46643466000106
3549953,São Lourenço da Serra,0  ,SE,SP,M,2025,15992,59058131000172
3550001,São Luís do Paraitinga,0  ,SE,SP,M,2025,10181,46631248000151
3550100,São Manuel,0  ,SE,SP,M,2025,39467,46634523000190
3550209,São Miguel Arcanjo,0  ,SE,SP,M,2025,32062,46634333000173
3550308,São Paulo,1  ,SE,SP,M,2025,12200180,46395000000139
3550407,São Pedro,0  ,SE,SP,M,2025,38991,46415998000196
3550506,São Pedro do Turvo,0  ,SE,SP,M,2025,7155,44567014000167
3550605,São Roque,0  ,SE,SP,M,2025,85848,70946009000175
3550704,São Sebastião,0  ,SE,SP,M,2025,87939,46482832000192
3550803,São Sebastião da Grama,0  ,SE,SP,M,2025,10023,45741527000105
3550902,São Simão,0  ,SE,SP,M,2025,13374,45369220000125
3551009,São Vicente,0  ,SE,SP,M,2025,334632,46177523000109
3551108,Sarapuí,0  ,SE,SP,M,2025,10334,46634341000110
3551207,Sarutaiá,0  ,SE,SP,M,2025,3713,46223731000105
3551306,Sebastianópolis do Sul,0  ,SE,SP,M,2025,3184,52879780000195
3551405,Serra Azul,0  ,SE,SP,M,2025,10429,44229839000171
3551504,Serrana,0  ,SE,SP,M,2025,44495,44229813000123
3551603,Serra Negra,0  ,SE,SP,M,2025,29915,44847663000111
3551702,Sertãozinho,0  ,SE,SP,M,2025,127670,45371820000128
3551801,Sete Barras,0  ,SE,SP,M,2025,13694,46587275000174
3551900,Severínia,0  ,SE,SP,M,2025,14020,46596235000199
3552007,Silveiras,0  ,SE,SP,M,2025,6169,45192564000101
3552106,Socorro,0  ,SE,SP,M,2025,40323,46444063000138
3552205,Sorocaba,0  ,SE,SP,M,2025,738128,46634044000174
3552304,Sud Mennucci,0  ,SE,SP,M,2025,6997,45746120000170
3552403,Sumaré,0  ,SE,SP,M,2025,294128,45787660000100
3552502,Suzano,0  ,SE,SP,M,2025,330710,46523056000121
3552551,Suzanápolis,0  ,SE,SP,M,2025,3315,59764944000188
3552601,Tabapuã,0  ,SE,SP,M,2025,11323,45128816000133
3552700,Tabatinga,0  ,SE,SP,M,2025,14585,71989685000199
3552809,Taboão da Serra,0  ,SE,SP,M,2025,283419,46523122000163
3552908,Taciba,0  ,SE,SP,M,2025,6243,55354302000150
3553005,Taguaí,0  ,SE,SP,M,2025,12637,46223723000150
3553104,Taiaçu,0  ,SE,SP,M,2025,5677,44544690000115
3553203,Taiúva,0  ,SE,SP,M,2025,6549,45339611000105
3553302,Tambaú,0  ,SE,SP,M,2025,21475,46373445000118
3553401,Tanabi,0  ,SE,SP,M,2025,25370,45157104000142
3553500,Tapiraí,0  ,SE,SP,M,2025,7987,46634465000103
3553609,Tapiratiba,0  ,SE,SP,M,2025,11730,45742707000101
3553658,Taquaral,0  ,SE,SP,M,2025,2620,01610390000184
3553708,Taquaritinga,0  ,SE,SP,M,2025,51833,72130818000130
3553807,Taquarituba,0  ,SE,SP,M,2025,24366,46634218000107
3553856,Taquarivaí,0  ,SE,SP,M,2025,7057,60123049000163
3553906,Tarabai,0  ,SE,SP,M,2025,6535,44873396000157
3553955,Tarumã,0  ,SE,SP,M,2025,14899,64614449000122
3554003,Tatuí,0  ,SE,SP,M,2025,122991,46634564000187
3554102,Taubaté,0  ,SE,SP,M,2025,311912,45176005000108
3554201,Tejupá,0  ,SE,SP,M,2025,4139,46223756000109
3554300,Teodoro Sampaio,0  ,SE,SP,M,2025,22217,44951515000142
3554409,Terra Roxa,0  ,SE,SP,M,2025,7903,45709896000110
3554508,Tietê,0  ,SE,SP,M,2025,38336,46634598000171
3554607,Timburi,0  ,SE,SP,M,2025,2434,46223715000104
3554656,Torre de Pedra,0  ,SE,SP,M,2025,2044,67363416000145
3554706,Torrinha,0  ,SE,SP,M,2025,9303,46364220000103
3554755,Trabiju,0  ,SE,SP,M,2025,1729,01572597000101
3554805,Tremembé,0  ,SE,SP,M,2025,51489,46638714000120
3554904,Três Fronteiras,0  ,SE,SP,M,2025,6802,46601944000115
3554953,Tuiuti,0  ,SE,SP,M,2025,6831,67160481000173
3555000,Tupã,0  ,SE,SP,M,2025,63551,44573087000161
3555109,Tupi Paulista,0  ,SE,SP,M,2025,15839,46465126000132
3555208,Turiúba,0  ,SE,SP,M,2025,1798,45724952000196
3555307,Turmalina,0  ,SE,SP,M,2025,1689,45139482000101
3555356,Ubarana,0  ,SE,SP,M,2025,5365,65708786000141
3555406,Ubatuba,0  ,SE,SP,M,2025,97382,46482857000196
3555505,Ubirajara,0  ,SE,SP,M,2025,5124,46231882000105
3555604,Uchoa,0  ,SE,SP,M,2025,10067,45111952000110
3555703,União Paulista,0  ,SE,SP,M,2025,1535,45726445000191
3555802,Urânia,0  ,SE,SP,M,2025,8840,46611117000102
3555901,Uru,0  ,SE,SP,M,2025,1387,44556207000112
3556008,Urupês,0  ,SE,SP,M,2025,13540,45159381000194
3556107,Valentim Gentil,0  ,SE,SP,M,2025,14132,46599833000111
3556206,Valinhos,0  ,SE,SP,M,2025,132846,45787678000102
3556305,Valparaíso,0  ,SE,SP,M,2025,23775,72836588000129
3556354,Vargem,0  ,SE,SP,M,2025,9948,67160507000183
3556404,Vargem Grande do Sul,0  ,SE,SP,M,2025,39539,46248837000155
3556453,Vargem Grande Paulista,0  ,SE,SP,M,2025,53777,51455087000122
3556503,Várzea Paulista,0  ,SE,SP,M,2025,125054,45780087000103
3556602,Vera Cruz,0  ,SE,SP,M,2025,10194,72887078000180
3556701,Vinhedo,0  ,SE,SP,M,2025,82029,46446696000185
3556800,Viradouro,0  ,SE,SP,M,2025,17413,45709912000175
3556909,Vista Alegre do Alto,0  ,SE,SP,M,2025,8108,52854775000128
3556958,Vitória Brasil,0  ,SE,SP,M,2025,1796,01611210000189
3557006,Votorantim,0  ,SE,SP,M,2025,137319,46634051000176
3557105,Votuporanga,0  ,SE,SP,M,2025,96795,46599809000182
3557154,Zacarias,0  ,SE,SP,M,2025,2680,65708760000101
3557204,Chavantes,0  ,SE,SP,M,2025,12090,44563575000198
3557303,Estiva Gerbi,0  ,SE,SP,M,2025,11394,67168856000141
4100103,Abatiá,0  ,SU,PR,M,2025,7321,75743567000157
4100202,Adrianópolis,0  ,SU,PR,M,2025,8556,76105642000117
4100301,Agudos do Sul,0  ,SU,PR,M,2025,10092,76105667000110
4100400,Almirante Tamandaré,0  ,SU,PR,M,2025,122032,76105659000174
4100459,Altamira do Paraná,0  ,SU,PR,M,2025,3435,78069143000147
4100509,Altônia,0  ,SU,PR,M,2025,18735,81478059000191
4100608,Alto Paraná,0  ,SU,PR,M,2025,13897,76279967000116
4100707,Alto Piquiri,0  ,SU,PR,M,2025,9646,76247352000108
4100806,Alvorada do Sul,0  ,SU,PR,M,2025,11672,75132860000188
4100905,Amaporã,0  ,SU,PR,M,2025,4765,75475038000110
4101002,Ampére,0  ,SU,PR,M,2025,19506,77817054000179
4101051,Anahy,0  ,SU,PR,M,2025,3107,95594800000194
4101101,Andirá,0  ,SU,PR,M,2025,20234,76235761000194
4101150,Ângulo,0  ,SU,PR,M,2025,3447,95642286000115
4101200,Antonina,0  ,SU,PR,M,2025,17261,76022516000107
4101309,Antônio Olinto,0  ,SU,PR,M,2025,6520,76020460000143
4101408,Apucarana,0  ,SU,PR,M,2025,135969,75771253000168
4101507,Arapongas,0  ,SU,PR,M,2025,118573,76958966000106
4101606,Arapoti,0  ,SU,PR,M,2025,25541,75658377000131
4101655,Arapuã,0  ,SU,PR,M,2025,3537,01612388000144
4101705,Araruna,0  ,SU,PR,M,2025,14520,75359760000199
4101804,Araucária,0  ,SU,PR,M,2025,166699,76105535000199
4101853,Ariranha do Ivaí,0  ,SU,PR,M,2025,2340,01612453000131
4101903,Assaí,0  ,SU,PR,M,2025,17628,76290709000130
4102000,Assis Chateaubriand,0  ,SU,PR,M,2025,36400,76208479000118
4102109,Astorga,0  ,SU,PR,M,2025,25477,75743377000130
4102208,Atalaia,0  ,SU,PR,M,2025,3978,75731018000162
4102307,Balsa Nova,0  ,SU,PR,M,2025,14608,76105527000142
4102406,Bandeirantes,0  ,SU,PR,M,2025,31309,76235753000148
4102505,Barbosa Ferraz,0  ,SU,PR,M,2025,10766,76950062000126
4102604,Barracão,0  ,SU,PR,M,2025,9886,75666131000101
4102703,Barra do Jacaré,0  ,SU,PR,M,2025,3022,76407568000193
4102752,Bela Vista da Caroba,0  ,SU,PR,M,2025,3416,01612441000107
4102802,Bela Vista do Paraíso,0  ,SU,PR,M,2025,14789,76245067000158
4102901,Bituruna,0  ,SU,PR,M,2025,15443,81648859000103
4103008,Boa Esperança,0  ,SU,PR,M,2025,4552,76217017000167
4103024,Boa Esperança do Iguaçu,0  ,SU,PR,M,2025,2411,95589255000148
4103040,Boa Ventura de São Roque,0  ,SU,PR,M,2025,6347,01612906000120
4103057,Boa Vista da Aparecida,0  ,SU,PR,M,2025,7876,78121985000109
4103107,Bocaiúva do Sul,0  ,SU,PR,M,2025,16292,76105592000178
4103156,Bom Jesus do Sul,0  ,SU,PR,M,2025,3942,01612443000104
4103206,Bom Sucesso,0  ,SU,PR,M,2025,6583,75771261000104
4103222,Bom Sucesso do Sul,0  ,SU,PR,M,2025,3540,80874100000186
4103305,Borrazópolis,0  ,SU,PR,M,2025,7706,75740829000120
4103354,Braganey,0  ,SU,PR,M,2025,5212,78121902000173
4103370,Brasilândia do Sul,0  ,SU,PR,M,2025,3703,95640520000175
4103404,Cafeara,0  ,SU,PR,M,2025,2620,75845545000106
4103453,Cafelândia,0  ,SU,PR,M,2025,18262,78121878000172
4103479,Cafezal do Sul,0  ,SU,PR,M,2025,4474,95640652000105
4103503,Califórnia,0  ,SU,PR,M,2025,9438,75771279000106
4103602,Cambará,0  ,SU,PR,M,2025,23956,75442756000190
4103701,Cambé,0  ,SU,PR,M,2025,107220,75732057000184
4103800,Cambira,0  ,SU,PR,M,2025,10482,75771287000152
4103909,Campina da Lagoa,0  ,SU,PR,M,2025,15737,76950070000172
4103958,Campina do Simão,0  ,SU,PR,M,2025,3937,01611489000109
4104006,Campina Grande do Sul,0  ,SU,PR,M,2025,47825,76105600000186
4104055,Campo Bonito,0  ,SU,PR,M,2025,4266,80869621000145
4104105,Campo do Tenente,0  ,SU,PR,M,2025,7583,76002658000102
4104204,Campo Largo,0  ,SU,PR,M,2025,144165,76105618000188
4104253,Campo Magro,0  ,SU,PR,M,2025,31678,01607539000176
4104303,Campo Mourão,0  ,SU,PR,M,2025,99170,75904524000106
4104402,Cândido de Abreu,0  ,SU,PR,M,2025,16727,76175926000180
4104428,Candói,0  ,SU,PR,M,2025,14922,95684478000194
4104451,Cantagalo,0  ,SU,PR,M,2025,10589,78279981000145
4104501,Capanema,0  ,SU,PR,M,2025,19205,75972760000160
4104600,Capitão Leônidas Marques,0  ,SU,PR,M,2025,14644,76208834000159
4104659,Carambeí,0  ,SU,PR,M,2025,23386,01613765000160
4104709,Carlópolis,0  ,SU,PR,M,2025,16908,76965789000187
4104808,Cascavel,0  ,SU,PR,M,2025,350644,76208867000107
4104907,Castro,0  ,SU,PR,M,2025,75956,77001311000108
4105003,Catanduvas,0  ,SU,PR,M,2025,11246,76208842000103
4105102,Centenário do Sul,0  ,SU,PR,M,2025,10836,75845503000167
4105201,Cerro Azul,0  ,SU,PR,M,2025,16145,76105626000124
4105300,Céu Azul,0  ,SU,PR,M,2025,11081,76206473000101
4105409,Chopinzinho,0  ,SU,PR,M,2025,21646,76995414000160
4105508,Cianorte,0  ,SU,PR,M,2025,82232,76309806000128
4105607,Cidade Gaúcha,0  ,SU,PR,M,2025,11467,75377200000167
4105706,Clevelândia,0  ,SU,PR,M,2025,17321,76161199000100
4105805,Colombo,0  ,SU,PR,M,2025,238780,76105634000170
4105904,Colorado,0  ,SU,PR,M,2025,22902,76970326000103
4106001,Congonhinhas,0  ,SU,PR,M,2025,8336,75825828000188
4106100,Conselheiro Mairinck,0  ,SU,PR,M,2025,4354,75968412000119
4106209,Contenda,0  ,SU,PR,M,2025,17435,76105519000104
4106308,Corbélia,0  ,SU,PR,M,2025,17466,76208826000102
4106407,Cornélio Procópio,0  ,SU,PR,M,2025,44599,76331941000170
4106456,Coronel Domingos Soares,0  ,SU,PR,M,2025,7007,01614415000118
4106506,Coronel Vivida,0  ,SU,PR,M,2025,26413,76995455000156
4106555,Corumbataí do Sul,0  ,SU,PR,M,2025,3752,80888662000189
4106571,Cruzeiro do Iguaçu,0  ,SU,PR,M,2025,4137,95589230000144
4106605,Cruzeiro do Oeste,0  ,SU,PR,M,2025,23852,76381854000127
4106704,Cruzeiro do Sul,0  ,SU,PR,M,2025,4495,75731034000155
4106803,Cruz Machado,0  ,SU,PR,M,2025,15993,76339688000109
4106852,Cruzmaltina,0  ,SU,PR,M,2025,3150,01615393000100
4106902,Curitiba,1  ,SU,PR,M,2025,1871789,76417005000186
4107009,Curiúva,0  ,SU,PR,M,2025,13272,76167725000130
4107108,Diamante do Norte,0  ,SU,PR,M,2025,5151,76972082000106
4107124,Diamante do Sul,0  ,SU,PR,M,2025,3173,95595120000195
4107157,Diamante D'Oeste,0  ,SU,PR,M,2025,5106,77817476000144
4107207,Dois Vizinhos,0  ,SU,PR,M,2025,44828,76205640000108
4107256,Douradina,0  ,SU,PR,M,2025,9168,78200110000194
4107306,Doutor Camargo,0  ,SU,PR,M,2025,6290,76282714000100
4107405,Enéas Marques,0  ,SU,PR,M,2025,5995,76205657000157
4107504,Engenheiro Beltrão,0  ,SU,PR,M,2025,12444,76950039000131
4107520,Esperança Nova,0  ,SU,PR,M,2025,1845,01612269000191
4107538,Entre Rios do Oeste,0  ,SU,PR,M,2025,4511,95719449000110
4107546,Espigão Alto do Iguaçu,0  ,SU,PR,M,2025,5915,01612634000168
4107553,Farol,0  ,SU,PR,M,2025,3052,95640124000148
4107603,Faxinal,0  ,SU,PR,M,2025,16338,75771295000107
4107652,Fazenda Rio Grande,0  ,SU,PR,M,2025,167315,95422986000102
4107702,Fênix,0  ,SU,PR,M,2025,4492,76950021000130
4107736,Fernandes Pinheiro,0  ,SU,PR,M,2025,6288,01619323000120
4107751,Figueira,0  ,SU,PR,M,2025,8064,78063732000118
4107801,Floraí,0  ,SU,PR,M,2025,6569,75731000000160
4107850,Flor da Serra do Sul,0  ,SU,PR,M,2025,4230,95589271000130
4107900,Floresta,0  ,SU,PR,M,2025,11559,76282706000155
4108007,Florestópolis,0  ,SU,PR,M,2025,11475,75845495000159
4108106,Flórida,0  ,SU,PR,M,2025,2651,75772400000114
4108205,Formosa do Oeste,0  ,SU,PR,M,2025,7641,76208495000100
4108304,Foz do Iguaçu,0  ,SU,PR,M,2025,286323,76206606000140
4108320,Francisco Alves,0  ,SU,PR,M,2025,8141,77356665000167
4108403,Francisco Beltrão,0  ,SU,PR,M,2025,96622,77816510000166
4108452,Foz do Jordão,0  ,SU,PR,M,2025,4845,01603719000180
4108502,General Carneiro,0  ,SU,PR,M,2025,11053,75687681000107
4108551,Godoy Moreira,0  ,SU,PR,M,2025,2977,81392656000107
4108601,Goioerê,0  ,SU,PR,M,2025,28470,78198975000163
4108650,Goioxim,0  ,SU,PR,M,2025,6570,01607627000178
4108700,Grandes Rios,0  ,SU,PR,M,2025,5625,75741348000139
4108809,Guaíra,0  ,SU,PR,M,2025,31971,77857183000190
4108908,Guairaçá,0  ,SU,PR,M,2025,6582,76238443000187
4108957,Guamiranga,0  ,SU,PR,M,2025,7856,01616255000146
4109005,Guapirama,0  ,SU,PR,M,2025,4627,75443812000100
4109104,Guaporema,0  ,SU,PR,M,2025,2186,75378844000170
4109203,Guaraci,0  ,SU,PR,M,2025,4751,75845537000151
4109302,Guaraniaçu,0  ,SU,PR,M,2025,14398,76208818000166
4109401,Guarapuava,0  ,SU,PR,M,2025,190342,76178037000176
4109500,Guaraqueçaba,0  ,SU,PR,M,2025,7446,76022508000152
4109609,Guaratuba,0  ,SU,PR,M,2025,42801,76017474000108
4109658,Honório Serpa,0  ,SU,PR,M,2025,5471,95585444000142
4109708,Ibaiti,0  ,SU,PR,M,2025,30943,77008068000141
4109757,Ibema,0  ,SU,PR,M,2025,6218,80881931000185
4109807,Ibiporã,0  ,SU,PR,M,2025,54917,76244961000103
4109906,Icaraíma,0  ,SU,PR,M,2025,8992,76247337000160
4110003,Iguaraçu,0  ,SU,PR,M,2025,5478,75772525000144
4110052,Iguatu,0  ,SU,PR,M,2025,2142,95595013000167
4110078,Imbaú,0  ,SU,PR,M,2025,11619,01613770000172
4110102,Imbituva,0  ,SU,PR,M,2025,29893,76175892000123
4110201,Inácio Martins,0  ,SU,PR,M,2025,10776,76178029000120
4110300,Inajá,0  ,SU,PR,M,2025,2529,76970318000167
4110409,Indianópolis,0  ,SU,PR,M,2025,4223,75798355000177
4110508,Ipiranga,0  ,SU,PR,M,2025,14230,76175934000126
4110607,Iporã,0  ,SU,PR,M,2025,15730,75738484000170
4110656,Iracema do Oeste,0  ,SU,PR,M,2025,2347,95583555000110
4110706,Irati,0  ,SU,PR,M,2025,59253,75654574000182
4110805,Iretama,0  ,SU,PR,M,2025,10681,76950088000174
4110904,Itaguajé,0  ,SU,PR,M,2025,4489,76970359000153
4110953,Itaipulândia,0  ,SU,PR,M,2025,10909,95725057000164
4111001,Itambaracá,0  ,SU,PR,M,2025,5920,76235738000108
4111100,Itambé,0  ,SU,PR,M,2025,6734,76282698000147
4111209,Itapejara d'Oeste,0  ,SU,PR,M,2025,13177,76995430000152
4111258,Itaperuçu,0  ,SU,PR,M,2025,31843,95422846000126
4111308,Itaúna do Sul,0  ,SU,PR,M,2025,3566,75458836000133
4111407,Ivaí,0  ,SU,PR,M,2025,13142,76175918000133
4111506,Ivaiporã,0  ,SU,PR,M,2025,32604,75741330000137
4111555,Ivaté,0  ,SU,PR,M,2025,6771,95640553000115
4111605,Ivatuba,0  ,SU,PR,M,2025,2786,76285337000154
4111704,Jaboti,0  ,SU,PR,M,2025,5425,75969667000104
4111803,Jacarezinho,0  ,SU,PR,M,2025,40356,76966860000146
4111902,Jaguapitã,0  ,SU,PR,M,2025,15193,75457341000190
4112009,Jaguariaíva,0  ,SU,PR,M,2025,35527,76910900000138
4112108,Jandaia do Sul,0  ,SU,PR,M,2025,23006,75771204000125
4112207,Janiópolis,0  ,SU,PR,M,2025,5862,76402882000183
4112306,Japira,0  ,SU,PR,M,2025,4971,75969881000152
4112405,Japurá,0  ,SU,PR,M,2025,9127,75788349000139
4112504,Jardim Alegre,0  ,SU,PR,M,2025,12070,75741363000187
4112603,Jardim Olinda,0  ,SU,PR,M,2025,1280,76970383000192
4112702,Jataizinho,0  ,SU,PR,M,2025,11857,76245042000154
4112751,Jesuítas,0  ,SU,PR,M,2025,10508,77398154000108
4112801,Joaquim Távora,0  ,SU,PR,M,2025,11870,76966845000106
4112900,Jundiaí do Sul,0  ,SU,PR,M,2025,3446,76408061000154
4112959,Juranda,0  ,SU,PR,M,2025,7773,78196755000109
4113007,Jussara,0  ,SU,PR,M,2025,7477,75789552000120
4113106,Kaloré,0  ,SU,PR,M,2025,4579,75771238000110
4113205,Lapa,0  ,SU,PR,M,2025,45620,76020452000105
4113254,Laranjal,0  ,SU,PR,M,2025,5628,95684536000180
4113304,Laranjeiras do Sul,0  ,SU,PR,M,2025,31953,76205970000195
4113403,Leópolis,0  ,SU,PR,M,2025,3940,75388850000108
4113429,Lidianópolis,0  ,SU,PR,M,2025,3936,95680831000168
4113452,Lindoeste,0  ,SU,PR,M,2025,5147,80881915000192
4113502,Loanda,0  ,SU,PR,M,2025,23149,76972074000151
4113601,Lobato,0  ,SU,PR,M,2025,4600,76970367000108
4113700,Londrina,0  ,SU,PR,M,2025,588125,75771477000170
4113734,Luiziana,0  ,SU,PR,M,2025,6711,80888688000127
4113759,Lunardelli,0  ,SU,PR,M,2025,5027,78600491000107
4113809,Lupionópolis,0  ,SU,PR,M,2025,4812,75845511000103
4113908,Mallet,0  ,SU,PR,M,2025,13378,75654566000136
4114005,Mamborê,0  ,SU,PR,M,2025,13404,75368928000122
4114104,Mandaguaçu,0  ,SU,PR,M,2025,31544,76285329000108
4114203,Mandaguari,0  ,SU,PR,M,2025,36827,76285345000109
4114302,Mandirituba,0  ,SU,PR,M,2025,33795,76105550000137
4114351,Manfrinópolis,0  ,SU,PR,M,2025,2775,01614343000109
4114401,Mangueirinha,0  ,SU,PR,M,2025,17287,77774867000129
4114500,Manoel Ribas,0  ,SU,PR,M,2025,13702,75740811000128
4114609,Marechal Cândido Rondon,0  ,SU,PR,M,2025,56530,76205814000124
4114708,Maria Helena,0  ,SU,PR,M,2025,5872,76247386000100
4114807,Marialva,0  ,SU,PR,M,2025,47028,76282680000145
4114906,Marilândia do Sul,0  ,SU,PR,M,2025,9757,75771303000107
4115002,Marilena,0  ,SU,PR,M,2025,7220,75971010000173
4115101,Mariluz,0  ,SU,PR,M,2025,9846,76404136000129
4115200,Maringá,0  ,SU,PR,M,2025,454146,76282656000106
4115309,Mariópolis,0  ,SU,PR,M,2025,6356,76995323000124
4115358,Maripá,0  ,SU,PR,M,2025,6639,95583571000102
4115408,Marmeleiro,0  ,SU,PR,M,2025,15873,76205665000101
4115457,Marquinho,0  ,SU,PR,M,2025,4348,01612552000113
4115507,Marumbi,0  ,SU,PR,M,2025,4700,75771246000166
4115606,Matelândia,0  ,SU,PR,M,2025,18472,76206465000165
4115705,Matinhos,0  ,SU,PR,M,2025,39212,76017466000161
4115739,Mato Rico,0  ,SU,PR,M,2025,3279,95684510000131
4115754,Mauá da Serra,0  ,SU,PR,M,2025,8937,95548400000142
4115804,Medianeira,0  ,SU,PR,M,2025,54390,76206481000158
4115853,Mercedes,0  ,SU,PR,M,2025,5945,95719373000123
4115903,Mirador,0  ,SU,PR,M,2025,2240,75475442000193
4116000,Miraselva,0  ,SU,PR,M,2025,1965,75845529000105
4116059,Missal,0  ,SU,PR,M,2025,12951,78101847000150
4116109,Moreira Sales,0  ,SU,PR,M,2025,11170,76217025000103
4116208,Morretes,0  ,SU,PR,M,2025,18396,76022490000199
4116307,Munhoz de Melo,0  ,SU,PR,M,2025,3937,75352062000161
4116406,Nossa Senhora das Graças,0  ,SU,PR,M,2025,3677,76970300000165
4116505,Nova Aliança do Ivaí,0  ,SU,PR,M,2025,1315,76413061000142
4116604,Nova América da Colina,0  ,SU,PR,M,2025,3277,75827204000108
4116703,Nova Aurora,0  ,SU,PR,M,2025,12848,76208859000152
4116802,Nova Cantu,0  ,SU,PR,M,2025,6781,77845394000103
4116901,Nova Esperança,0  ,SU,PR,M,2025,26616,75730994000109
4116950,Nova Esperança do Sudoeste,0  ,SU,PR,M,2025,5592,95589289000132
4117008,Nova Fátima,0  ,SU,PR,M,2025,7225,75828418000190
4117057,Nova Laranjeiras,0  ,SU,PR,M,2025,14132,95587648000112
4117107,Nova Londrina,0  ,SU,PR,M,2025,12911,81044984000104
4117206,Nova Olímpia,0  ,SU,PR,M,2025,5834,75799577000104
4117214,Nova Santa Bárbara,0  ,SU,PR,M,2025,4183,95561080000160
4117222,Nova Santa Rosa,0  ,SU,PR,M,2025,8292,77116663000109
4117255,Nova Prata do Iguaçu,0  ,SU,PR,M,2025,10780,78103884000105
4117271,Nova Tebas,0  ,SU,PR,M,2025,6848,80620172000105
4117297,Novo Itacolomi,0  ,SU,PR,M,2025,4061,95639472000103
4117305,Ortigueira,0  ,SU,PR,M,2025,26078,77721363000140
4117404,Ourizona,0  ,SU,PR,M,2025,3184,76282672000107
4117453,Ouro Verde do Oeste,0  ,SU,PR,M,2025,6808,80880107000100
4117503,Paiçandu,0  ,SU,PR,M,2025,49999,76282664000152
4117602,Palmas,0  ,SU,PR,M,2025,43769,76161181000108
